Name,Author
KRAKEN RIDER Z,Dryk Ashton and David Estes
Ladies Occult Society,Krista Ball
Lamplght Murder Mysteries,Morgan Stang
Lamplight Murder Mysteries,Morgan Stang
Last of the Atlanteans,P.L. Stuart
Lays of the Hearth,Victoria Goddard
Lays of the Hearth,Victoria Goddard
Lays of the Hearth,Victoria Goddard
Lays of the Hearth,Victoria Goddard
Lays of the Hearth Fire,Victoria Goddard
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Brightwash,Krystle Matar
Legacy of the Vermillion Blade,Jay Tallsquall
Legends and Legacies,Cal Black
Lesser Known Monsters,Rory Michaelson
Letters From A Shipwreck in the Sea of Suns and Moons,Raymond St. Elmo
Letters from a Shipwreck in the Sea of Suns and Moons,Raymond St. Elmo
Londo Macabre,Steven Savile
Looking to Belong,Crystal Scherer
Lords of Asylum,Kevin Wright
Lost Gods,Tim Hardie
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mage Errant,John Bierce
Mages of the Wheel,J.D. Evans
Mages of the Wheel,J.D. Evans
Malitu,James Lloyd Dulin
Malitu series by James Lloyd Dulin,James Lloyd Dulin
Marrow and Soul,Addison Horner
May Day,Josie Jaffrey
Mazarin Blues,Al Hess
mbued,Helyna L. Clove
Mead Mishaps,Kimberly Lemming
Meanwhile at the Dernstrum Institute,Catherine Griffin
Merchants of Knowledge and Magic,Ericka McCorkle
Mindtouch,M.C.A. Hogarth
Miss Percy Guide,Quenby Olson
Miss Percy Guide,Quenby Olson
Miss Percy's Guide,Quenby Olson
Miss Percy's Guide Series,Quenby Olson
Miss Percy's Guide to the Care and Feeding of British Dragons,Quenby Olsen
Miss Percy's Guide to the Care and Feeding of British Dragons,Quenby Olsen
Miss Percy's Guide To The Care and Feeding of British Dragons,Quenby Olson
Miss Percy's Pocket Guide,Quenby Olson
Miss Percy's Pocket Guide to the Care and Feeding of British Dragons,Quenby Olson
Miss Percy's Pocket Guide to the Care and Feeding of British Dragons,Quenby Olson
Miss Percy’s Pocket Guide to the Care and Feeding of British Dragons,Quenby Olson
Miss Percy’s Pocket Guide to the Care and Feeding of British Dragons,Quenby Olson
Miss Percy’s Pocket Guide to the Care and Feeding of British Dragons,Quenby Olson
Mission of the Ro'arck,Ericka Evren
Molten Flux,Jonathan Weiss
Molten Flux,Jonathan Weiss
Molten Flux,Jonathan Weiss
Molten flux,Jonathan Weiss
Monster Girlfriend,Marie Cardno
Monstre: Volume One,Duncan Swan
Mortal Gods,Bonnie Quinn
Mortal Techniques,Rob J. Hayes
Mortal Techniques,Rob J. Hayes
Mortal Techniques series,Rob J. Hayes
Mother of Learning,Domagjo Kurmaic
Mother of Learning,Domagoj Kurmaic
Mother of Learning,Domagoj Kurmaic
Mother of Learning,Domagoj Kurmaić
Mother of Learning,Domagoj Kurmaić
Mother of Learning,Domagoj Kurmaić
Mother of Learning,Domagoj Kurmaić
Mother of learning,Domagoj Kurmaić
Mother of Learning,Domagoj Kurmaić
Mother of Learning,Domagoj Kurmaić
Mother of Learning,Domagoj Kurmaić
Mother Of Learning,Nobody 103
Murder At Spindle Manor,Morgan Stang
Murder at Spindle Manor,Morgan Stang
Murder at Spindle Manor,Morgan Stang
Murder at Spindle Manor,Morgan Stang
Murder at Spindle Manor,Morgan Stang
Murder at Spindle Manor,Morgan Stang (Lamplight Murder Mysteries #1)
Murder at Spindle Manor,Morgan Stang.
Mushroom Blues,Adrian M Gibson
Mushroom Blues,Adrian M Gibson
Mushroom Blues,Adrian M Gibson
Mushroom Blues,Adrian M Gibson
Mushroom Blues,Adrian M. Gibson
Mushroom Blues,Adrian M. Gibson
Mushroom Blues,Adrian M. Gibson
Mushroom Blues,Adrian M. Gibson
Mushroom Blues,Adrian M. Gibson
Mushroom Blues,Adrian M. Gibson
Mushroom Blues,Adrian M. Gibson
Mushroom Blues,Adrian M. Gibson.
NACL: Eye of the Storm,Allegra Pescatore and E. Sands
Never Die,Rob J. Hayes
Never Die,Rob J. Hayes
Never Die,Rob J. Hayes
Never Die,Rob J. Hayes
Never Die,Rob J. Hayes
Never Die,Rob J. Hayes
Never Die,Rob J. Hayes
Never Die,Rob J. Hayes
Never Die,Rob J. Hayes.
Never Die,Morgan Shank
New Blood Saga,W.D. Kilpack III
Nice Dragons Finish Last,Rachel Aaron
Nice Dragons Finish Last,Rachel Aaron
Nice dragons finish last,Rachel Aaron
No Heart for a Thief,James Lloyd Dulin
No Heart for a Thief,James Lloyd Dulin
No Heart For A Thief,James Lloyd Dulin
No Land For Heroes,Cal Black
No Land for Heroes,Cal Black
No Land for Heroes,Cal Black
No Land for Heroes,Cal Black
No Land for Heroes,Cal Black
No Place for Peace,Tom Dumbrell
Nomad’s Crucible,Charles McGarry
Norlyska Groans,Michael R. Fletcher and Clayton W. Snyder
Norylska Groans,Michael R. Fletcher
Oathbreakers Anonymous,Scott Warren
Oaths of Blood,Logan D. Irons
Obsidian,Sienna Frost
Obsidian,Sienna Frost
Obsidian Awakening,Sienna Frost
Obsidian Awakening,Sienna Frost
Obsidian Path,Michael R. Fletcher
Obsidian: Awakening,Sienna Frost
Of Darkness and Light,Ryan Cahill
Of Darkness and Light,Ryan Cahill
Of Darkness and Light,Ryan Cahill
Of Darkness and Light,Ryan Cahill
Of Deeds Most Valiant,Sarah Wilson
Of the Wild,E. Wambheim
Of the Wild,E. Wambheim
Of Thieves and Shadows,B.S.H. Garcia
Of War and Ruin,Ryan Cahill
Of War and Ruin,Ryan Cahill
Of War and Ruin,Ryan Cahill
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orconomics,J. Zachary Pike
Orcononics,J. Zachary Pike
Partial Function,J.C.M. Berne
Partial Function,J.C.M.Berne
Paternus,Dyrk Ashton
Paternus,Dyrk Ashton
Paternus Trilogy,Dyrk Ashton
Pathlighter,Rob Leigh
Pathlighter,Rob Leigh
Pathlighter,Rob Leigh
Pathlighter,Rob Leigh
Pawn's Gambit,Rob J. Hayes
Pawn's Gambit,Rob J. Hayes (Mortal Techniques #2)
Peaches and Honey,R. Raeta
Perception Check,Astrid Knight
Perception Check,Astrid Knight
Petition,Delilah Waan
Platinum Tinted Darkness,Timothy Wolf
Platinum Tinted Darkness,Timothy Wolff
Post Human,J P Koenig
Power of the Stars,Bryan Wilson
Practical Guide to Evil,ErraticErrata
Practical Guide to Evil,ErraticErrata
Price of Power,Michael Michel
Price of Power,Michael Michel
Price of Power,Michael Michel
Price of Power,Michael Michel.
Prohibition Orcs,Michael Warren Lucas
Protectors of Pretanni,Mike Mollman
Psycho Shifters,Jasmine Mas
Puppet Parade,Zeinab Alayan
Quest of the Five Clans,Raymond St. Elmo
Ranger of the Titan Wilds,JDL Rosell
Reawakening series,Amy Rae Durreson
Reign & Ruin,J.D. Evans
Reign & Ruin,J.D. Evans
Reign and Ruin,J.D. Evans
Reign and Ruin,J.D. Evans
Reign and Ruin,J.D. Evans
Reign and Ruin,J.D. Evans
Reign and Ruin,J.D. Evans
Renia,Karl Forshaw
Renia,Karl Forshaw
Renia,Karl Forshaw
Return of Kind Arthur Trilogy,Jacob Sannox
Riebeckite,O. R. Lea
Ringlander: The Path and the Way,Michael S. Jackson
ripple system,Kyle Kirrin
Rise of the Phoenix,T. Isajanyan
Riven Earth,Zammar Ahmer
Riven Earth,Zammar Ahmer
River of Thieves,Clayton Snyder
Salt in the Wound,Benjamin Aeveryn
Salt in the Wound,Benjamin Aeveryn
Scales and Sensibilities,Stephanie Burgis
Scales and Sensibility,Stephanie Burgis
Scales and Sensibility,Stephanie Burgis
Schlussean Chronicles,Ben Galley
Sea of Souls,N C Scrimgeour
Sea of Souls,N C Scrimgeour
Seasons of Albadone,Élan Marché and Christopher Warman
Seeds of War,João F. Silva
Seeds of War,João F. Silva
Seeds of War,João F. Silva
Seeds of War,João F. Silva
Seeds of War,João F. Silva
Seeds of War,João F. Silva
Seeds of War,João F. Silva
Seeds of War by Joao F Silva,João F. Silva
Seraphina's Lament,Sarah Chorn
Seven Summer Nights,Harper Fox
Shadow of a Dead God,Patrick Samphire
Shadow of a Dead God,Patrick Samphire
Shadowbound,Amelia Cole
Shadowless,Randall McNally
Shadows of Ivory,TL Greylock and Bryce O’Connor
Sing for the Coming of the Longest Night,Katharine Fabian and Iona Datt Sharma
Sing for the Coming of the Longest Night,"Katherine Fabian, Iona Datt Sharma"
Sistah Samurai,Tatiana Obey
Sistah Samurai,Tatiana Obey
Sistah Samurai,Tatiana Obey
Sky Woman,Stuart R. McCafferty
Small Miracles,Oliva Atwater
Small Miracles,Olivia Atwater
Small Miracles,Olivia Atwater
Small Miracles,Olivia Atwater
Small Miracles,Olivia Atwater
Small Miracles,Olivia Atwater
Small miracles,Olivia Atwater
Small Miracles,Olivia Atwater
Small Miracles,Olivia Atwater
Small Miracles,Olivia Atwater
Smoke & Stone,Michael R. Fletcher
Smokesmiths,João F. Silva
Song of Bones,Isaac Anderson
Song of The Summer King,Jess. E. Owen
Songs of Chaos,Michael R. Miller
Songs of Chaos,Michael R. Miller
Songs of Chaos,Michael R. Miller
Songs of Chaos,Michael R. Miller
Songs of Chaos,Michael R. Miller
Songs of Chaos,Michael R. Miller
Songs of Chaos,Michael R. Miller
Songs Of Chaos,Michael R. Miller
Songs of Chaos,Michael R. Miller
Songs of Chaos series by Michael R Miller,Michael R. Miller
Songs of Chaos series by Michael R. Miller!,Michael R. Miller
Songs of chaos series; Michael R Miller,Michael R. Miller
Soul Cage,L. R. Schulz
Soul Cage,Luke Shulz
Soul Flames,Issy Waldrom
Soul of the Wind,WW Stalcup
Soul Relic,Samuel Hinton
Soulstealer Origins,Reed Logan Westgate
Spark of the Divine,Louise Holland
Spark of the Divine,Louise Holland
Spark of the Divine,Louise Holland
Spark of the Divine,Louise Holland
Spark of the Divine,Louise Holland
Spark of the Divine,Louise Holland
Spark of the Divine,Louise Holland
Spark of the Divine,Louise Holland
Spark Of The Divine,Louise Holland
Spark of the Divine,Louise Holland
Spectred Isle,K.J. Charles
Spectred Isle,K.J. Charles
Spellmonger,Terry Mancour
"Spells, Swords, and Stealth",Drew Hayes
"Spells, Swords, and Stealth",Drew Hayes
Spirits of Vengeance,Rob J. Hayes
Spirits of Vengeance,Rob J. Hayes (The Mortal Techniques)
Srarlight Jewel,E.L. Lyons
Steel Guardian,Cameron Coral
Steerswoman by Rosemary Kristen,Rosemary Kirsten
Stone & Sky,Z.S Diamanti
Stone & Sky,Z.S Diamanti
Stone & Sky,Z.S. Diamanti
Stone & Sky,Z.S. Diamanti
Stone & Sky,Z.S. Diamanti
Stone & Sky,Z.S. Diamanti
Stone & Sky,Z.S. Diamanti
Stone and Sky,Z.S. Diamanti
Stone and Sky,Z.S. Diamanti
Stones of Light,Zack Argyle
Stones of Light,Zack Argyle
Stones of Light,Zack Argyle
Street Cultivation,Sarah Lin
Sufficiently Advanced Magic,Andrew Rowe
Sufficiently Advanced Magic,Andrew Rowe
Sufficiently Advanced Magic,Andrew Rowe
Sufficiently Advanced Magic,Andrew Rowe
Summoned to the Wilds,A K Caggiano
Sundered Souls by Tim Hardie (Brotherhood of the Eagle),Tim Hardie
Super Powereds,Drew Hayes
Super Powereds,Drew Hayes
Super Supportive,Sleyca
Super Supportive,Sleyca
Superpowereds,Drew Hayes
Suspended in the Stars,EA Hendryx
Sweetness and Blessings,Charlotte Kersten
